fromNode	toNode	weight	direction	fromAltName	toAltName
Cre01.g004350	Cre07.g331000	0.0988737878436636	undirected	HLM1	Cre07.g331000
Cre01.g004350	Cre07.g331962	0.0014229416229136	undirected	HLM1	Cre07.g331962
Cre01.g004350	Cre07.g332150	0.0276259413008811	undirected	HLM1	Cre07.g332150
Cre01.g004350	Cre07.g334575	0.000557673269298068	undirected	HLM1	Cre07.g334575
Cre01.g004350	Cre07.g336950	0.0139579562069572	undirected	HLM1	PHO2
Cre01.g004350	Cre07.g337650	0.0241794073092849	undirected	HLM1	PDC1
Cre01.g004350	Cre07.g338500	0.00726357146660992	undirected	HLM1	Cre07.g338500
Cre01.g004350	Cre07.g342552	0.00695720537815143	undirected	HLM1	Cre07.g342552
Cre01.g004350	Cre08.g358548	0.0725103481265655	undirected	HLM1	Cre08.g358548
Cre01.g004350	Cre08.g358557	0.00811219358947587	undirected	HLM1	Cre08.g358557
Cre01.g004350	Cre08.g359650	0.000307792694384987	undirected	HLM1	Cre08.g359650
Cre01.g004350	Cre08.g362550	0.0164990231976863	undirected	HLM1	VPS37
Cre01.g004350	Cre08.g368200	0.0475795130549672	undirected	HLM1	Cre08.g368200
Cre01.g004350	Cre08.g370350	0.0924515816944189	undirected	HLM1	Cre08.g370350
Cre01.g004350	Cre08.g370450	0.00539340388035757	undirected	HLM1	MGE1
Cre01.g004350	Cre08.g376350	0.000198048058668123	undirected	HLM1	ASF1
Cre01.g004350	Cre08.g377800	0.00745364151142106	undirected	HLM1	Cre08.g377800
Cre01.g004350	Cre08.g377950	0.028099431415417	undirected	HLM1	Cre08.g377950
Cre01.g004350	Cre08.g384750	0.0059423254201912	undirected	HLM1	AMA3
Cre01.g004350	Cre09.g398983	0.0309877829350642	undirected	HLM1	Cre09.g398983
Cre01.g004350	Cre09.g402750	0.000632748524171452	undirected	HLM1	COG2
Cre01.g004350	Cre09.g399073	0.032289611769119	undirected	HLM1	Cre09.g399073
Cre01.g004350	Cre09.g397250	0.000217602366868113	undirected	HLM1	FAD5A
Cre01.g004350	Cre09.g393200	0.0284612787671434	undirected	HLM1	HSP70C
Cre01.g004350	Cre09.g388750	0.0181036579398217	undirected	HLM1	TEF21
Cre01.g004350	Cre09.g387171	0.000256767580468297	undirected	HLM1	RHM1
Cre01.g004350	Cre09.g387801	0.00534925180797074	undirected	HLM1	Cre09.g387801
Cre01.g004350	Cre09.g387838	0.0156538302769879	undirected	HLM1	Cre09.g387838
Cre01.g004350	Cre09.g388467	0.0942553363971845	undirected	HLM1	Cre09.g388467
Cre01.g004350	Cre09.g392430	0.0754079701785557	undirected	HLM1	Cre09.g392430
Cre01.g004350	Cre09.g392616	0.00920529395985273	undirected	HLM1	Cre09.g392616
Cre01.g004350	Cre09.g394880	0.000302171923235892	undirected	HLM1	Cre09.g394880
Cre01.g004350	Cre09.g396139	0.0337588096047441	undirected	HLM1	Cre09.g396139
Cre01.g004350	Cre09.g400478	0.00248073559289162	undirected	HLM1	DIV31
Cre01.g004350	Cre09.g400960	0.00127527158285743	undirected	HLM1	Cre09.g400960
Cre01.g004350	Cre09.g405200	0.0870699557832772	undirected	HLM1	MRPL13
Cre01.g004350	Cre09.g405400	0.00885421936660657	undirected	HLM1	PFP3
Cre01.g004350	Cre09.g405600	0.0374876899773817	undirected	HLM1	SFT1
Cre01.g004350	Cre09.g409050	0.00216536092342489	undirected	HLM1	OTU6
Cre01.g004350	Cre09.g414200	0.0170288828329904	undirected	HLM1	VPS26
Cre01.g004350	Cre21.g752647	0.00187242122952118	undirected	HLM1	Cre21.g752647
Cre01.g004350	Cre24.g755247	0.0556077899760891	undirected	HLM1	Cre24.g755247
Cre01.g016150	Cre01.g019600	0.0522444130443477	undirected	Cre01.g016150	Cre01.g019600
Cre01.g016150	Cre01.g023350	0.0979122860888576	undirected	Cre01.g016150	THO2
Cre01.g016150	Cre01.g023750	0.00533258512395344	undirected	Cre01.g016150	Cre01.g023750
Cre01.g016150	Cre01.g031250	0.0245405086910593	undirected	Cre01.g016150	Cre01.g031250
Cre01.g016150	Cre01.g033150	0.0102888565738195	undirected	Cre01.g016150	Cre01.g033150
Cre01.g016150	Cre01.g035400	0.0161403834335783	undirected	Cre01.g016150	Cre01.g035400
Cre01.g016150	Cre01.g040900	0.000936768129841104	undirected	Cre01.g016150	Cre01.g040900
Cre01.g016150	Cre01.g041900	0.0318095886066861	undirected	Cre01.g016150	Cre01.g041900
Cre01.g016150	Cre01.g043350	0.0201821257232593	undirected	Cre01.g016150	CAO1
Cre01.g016150	Cre01.g045100	0.0418841330552373	undirected	Cre01.g016150	Cre01.g045100
Cre01.g016150	Cre01.g048600	0.000336777305589615	undirected	Cre01.g016150	Cre01.g048600
Cre01.g016150	Cre01.g058521	0.00155147819954226	undirected	Cre01.g016150	ALG11
Cre01.g016150	Cre10.g421576	0.0301338576532461	undirected	Cre01.g016150	Cre10.g421576
Cre01.g016150	Cre10.g423500	0.00351005218026589	undirected	Cre01.g016150	HMO1
Cre01.g016150	Cre10.g424900	0.0875364119945752	undirected	Cre01.g016150	PFH1
Cre01.g016150	Cre10.g425550	0.000655513188462629	undirected	Cre01.g016150	Cre10.g425550
Cre01.g016150	Cre10.g426550	0.0064931838042162	undirected	Cre01.g016150	Cre10.g426550
Cre01.g016150	Cre10.g427250	0.00774063684245175	undirected	Cre01.g016150	PRO1
Cre01.g016150	Cre10.g432200	3.54387306966905e-05	undirected	Cre01.g016150	Cre10.g432200
Cre01.g016150	Cre10.g433400	0.000341832762653345	undirected	Cre01.g016150	Cre10.g433400
Cre01.g016150	Cre10.g438100	0.000822854468470726	undirected	Cre01.g016150	PGP2
Cre01.g016150	Cre10.g438450	0.00225009892984616	undirected	Cre01.g016150	LTH1
Cre01.g016150	Cre10.g439000	0.072962888019913	undirected	Cre01.g016150	Cre10.g439000
Cre01.g016150	Cre10.g440150	0.00062281891832282	undirected	Cre01.g016150	Cre10.g440150
Cre01.g016150	Cre10.g441350	0.00398194300929557	undirected	Cre01.g016150	Cre10.g441350
Cre01.g016150	Cre10.g444000	0.00095938985297867	undirected	Cre01.g016150	Cre10.g444000
Cre01.g016150	Cre10.g446150	0.01380793340485	undirected	Cre01.g016150	Cre10.g446150
Cre01.g016150	Cre10.g449501	0.00560144054132654	undirected	Cre01.g016150	Cre10.g449501
Cre01.g016150	Cre10.g452650	0.0016935924403394	undirected	Cre01.g016150	TIM17
Cre01.g016150	Cre10.g452700	0.01681986267393	undirected	Cre01.g016150	Cre10.g452700
Cre01.g016150	Cre10.g455850	0.000370038711246418	undirected	Cre01.g016150	MCM7
Cre01.g016150	Cre10.g456000	0.0626322417100478	undirected	Cre01.g016150	FAP191
Cre01.g016150	Cre10.g458450	0.0522771499927265	undirected	Cre01.g016150	GPX5
Cre01.g016150	Cre10.g459400	0.0384897244300437	undirected	Cre01.g016150	Cre10.g459400
Cre01.g016150	Cre11.g467535	7.01889989013904e-05	undirected	Cre01.g016150	MCP26
Cre01.g016150	Cre11.g467685	8.05687730071499e-05	undirected	Cre01.g016150	Cre11.g467685
Cre01.g016150	Cre11.g467778	0.00039397569561876	undirected	Cre01.g016150	Cre11.g467778
Cre01.g016150	Cre11.g467792	0.00228404196060745	undirected	Cre01.g016150	Cre11.g467792
Cre01.g016150	Cre11.g469450	0.00159396811058621	undirected	Cre01.g016150	CGL124
Cre01.g016150	Cre11.g478156	0.0201392488277371	undirected	Cre01.g016150	AP1B1
Cre01.g016150	Cre11.g482450	0.000213158104519543	undirected	Cre01.g016150	Cre11.g482450
Cre01.g016150	Cre12.g483750	0.000587640178563982	undirected	Cre01.g016150	Cre12.g483750
Cre01.g016150	Cre12.g492750	0.0148737957118381	undirected	Cre01.g016150	Cre12.g492750
Cre01.g016150	Cre12.g492700	0.00345998439066575	undirected	Cre01.g016150	FAS1
Cre01.g016150	Cre12.g486250	0.0112559898585584	undirected	Cre01.g016150	FAP333
Cre01.g016150	Cre12.g502050	0.0807331147619463	undirected	Cre01.g016150	Cre12.g502050
Cre01.g016150	Cre12.g499900	0.00086798442503207	undirected	Cre01.g016150	VPS29
Cre01.g016150	Cre12.g498950	0.00199463100733327	undirected	Cre01.g016150	Cre12.g498950
Cre01.g016150	Cre12.g497900	0.00987968748380316	undirected	Cre01.g016150	Cre12.g497900
Cre01.g016150	Cre12.g496650	0.000962719540857301	undirected	Cre01.g016150	Cre12.g496650
Cre01.g016150	Cre12.g514250	0.00404552574099028	undirected	Cre01.g016150	HLM17
Cre01.g016150	Cre12.g515700	0.033139030470986	undirected	Cre01.g016150	Cre12.g515700
Cre01.g016150	Cre12.g517800	0.0037415601052014	undirected	Cre01.g016150	Cre12.g517800
Cre01.g016150	Cre12.g520400	0.00071558676694882	undirected	Cre01.g016150	MRPL4
Cre01.g016150	Cre12.g521200	0.0088754880353367	undirected	Cre01.g016150	RFC1
Cre01.g016150	Cre12.g532450	8.93439265731036e-05	undirected	Cre01.g016150	Cre12.g532450
Cre01.g016150	Cre12.g538950	0.00267321480498731	undirected	Cre01.g016150	Cre12.g538950
Cre01.g016150	Cre12.g560150	0.137956809449118	undirected	Cre01.g016150	FAP353
Cre01.g016150	Cre12.g559950	0.00111205993108628	undirected	Cre01.g016150	MFDX
Cre01.g016150	Cre12.g557750	0.00093257732947746	undirected	Cre01.g016150	DGTT1
Cre01.g016150	Cre12.g554550	8.44965100938748e-06	undirected	Cre01.g016150	Cre12.g554550
Cre01.g016150	Cre12.g554051	0.000187527486254683	undirected	Cre01.g016150	Cre12.g554051
Cre01.g016150	Cre12.g550400	0.0185083268581647	undirected	Cre01.g016150	GRX2
Cre01.g016150	Cre12.g544112	0.0157979582712103	undirected	Cre01.g016150	Cre12.g544112
Cre01.g016150	Cre12.g540400	0.025333970657473	undirected	Cre01.g016150	RCD1
Cre01.g016150	Cre13.g565550	0.00185377357153141	undirected	Cre01.g016150	RPB11
Cre01.g016150	Cre13.g570801	0.00676302937349642	undirected	Cre01.g016150	Cre13.g570801
Cre01.g016150	Cre13.g572900	0.00111502365157053	undirected	Cre01.g016150	THO3
Cre01.g016150	Cre13.g575701	0.000102377661607473	undirected	Cre01.g016150	Cre13.g575701
Cre01.g016150	Cre13.g576466	0.0220881004906121	undirected	Cre01.g016150	Cre13.g576466
Cre01.g016150	Cre13.g579150	0.000164734811466156	undirected	Cre01.g016150	Cre13.g579150
Cre01.g016150	Cre13.g579850	0.00467023229689665	undirected	Cre01.g016150	Cre13.g579850
Cre01.g016150	Cre13.g582713	0.0173943829739978	undirected	Cre01.g016150	Cre13.g582713
Cre01.g016150	Cre13.g584901	0.00643922101932359	undirected	Cre01.g016150	Cre13.g584901
Cre01.g016150	Cre13.g587150	3.90353657973623e-05	undirected	Cre01.g016150	HAT5
Cre01.g016150	Cre13.g587600	0.0425335228797299	undirected	Cre01.g016150	Cre13.g587600
